"tac,""vendor"",""platform"",""type"""
"01330400,""Alcatel"",""Proprietary"",""Phone"""
"86445401,""Alcatel"",""Proprietary"",""Phone"""
"01323400,""Alcatel"",""Proprietary"",""Phone"""
"01274000,""Alcatel"",""Proprietary"",""Phone"""
"01273600,""Alcatel"",""Proprietary"",""Phone"""
"35756904,""Alcatel"",""Proprietary"",""Phone"""
"01274100,""Alcatel"",""Proprietary"",""Phone"""
"86374401,""Alcatel"",""Proprietary"",""Phone"""
"01316700,""Alcatel"",""Proprietary"",""Phone"""
"01325100,""Alcatel"",""Android"",""SmartPhone"""
"86533301,""Alcatel"",""Android"",""SmartPhone"""
"86515600,""Gionee"",""Proprietary"",""Phone"""
"35695104,""Samsung"",""Proprietary"",""Phone"""
"35811804,""Samsung"",""Android"",""SmartPhone"""
"35962004,""Samsung"",""Android"",""SmartPhone"""
"35966004,""Samsung"",""Android"",""SmartPhone"""
"35979304,""Samsung"",""Android"",""SmartPhone"""
"35979104,""Samsung"",""Android"",""SmartPhone"""
"35979204,""Samsung"",""Android"",""SmartPhone"""
"35729904,""Samsung"",""Android"",""Laptop"""
"35824704,""Samsung"",""Android"",""Laptop"""
"35873604,""Samsung"",""Android"",""Laptop"""
"35886404,""Samsung"",""Android"",""Laptop"""
"35908204,""Samsung"",""Android"",""Laptop"""
"35936004,""Samsung"",""Android"",""Laptop"""
"35987004,""Samsung"",""Android"",""Laptop"""
"35987204,""Samsung"",""Android"",""Laptop"""
"35887704,""Samsung"",""Android"",""Laptop"""
"35887804,""Samsung"",""Android"",""Laptop"""
"35152205,""Samsung"",""Android"",""Laptop"""
"35846204,""Samsung"",""Android"",""Laptop"""
"35884304,""Samsung"",""Android"",""Laptop"""
"35951304,""Samsung"",""Android"",""Laptop"""
"35961904,""Samsung"",""Android"",""Laptop"""
"35755604,""Samsung"",""Android"",""Laptop"""
"35751604,""Samsung"",""Android"",""Laptop"""
"35835104,""Samsung"",""Android"",""Laptop"""
"35835204,""Samsung"",""Android"",""Laptop"""
"35881604,""Samsung"",""Android"",""Laptop"""
"35908504,""Samsung"",""Android"",""Laptop"""
"35950404,""Samsung"",""Android"",""Laptop"""
"35893904,""Samsung"",""Android"",""Laptop"""
"35965904,""Samsung"",""Android"",""Laptop"""
"35902304,""Samsung"",""Android"",""Laptop"""
"35984604,""Samsung"",""Android"",""Laptop"""
"35996204,""Samsung"",""Android"",""Laptop"""
"35902204,""Samsung"",""Android"",""Laptop"""
"35800204,""Samsung"",""Android"",""Laptop"""
"35823504,""Samsung"",""Android"",""Laptop"""
"35823604,""Samsung"",""Android"",""Laptop"""
"35886804,""Samsung"",""Android"",""Laptop"""
"35819504,""Samsung"",""Android"",""Laptop"""
"35818304,""Samsung"",""Android"",""Laptop"""
"35286105,""Nokia"",""ISA"",""Phone"""
"35286205,""Nokia"",""ISA"",""Phone"""
"35286305,""Nokia"",""ISA"",""Phone"""
"35285605,""Nokia"",""ISA"",""Phone"""
"35286705,""Nokia"",""ISA"",""Phone"""
"35286805,""Nokia"",""ISA"",""Phone"""
"35286905,""Nokia"",""ISA"",""Phone"""
"35797604,""Samsung"",""Proprietary"",""Network device"""
"35301205,""Samsung"",""Android"",""SmartPhone"""
"35301305,""Samsung"",""Android"",""SmartPhone"""
"35313705,""Samsung"",""Proprietary"",""Phone"""
"35311905,""Samsung"",""Proprietary"",""Phone"""
"35312005,""Samsung"",""Proprietary"",""Phone"""
"35311705,""Samsung"",""Proprietary"",""Phone"""
"35311805,""Samsung"",""Proprietary"",""Phone"""
"35306405,""Samsung"",""Proprietary"",""Phone"""
"35267605,""Samsung"",""Proprietary"",""Phone"""
"35267705,""Samsung"",""Proprietary"",""Phone"""
"35153205,""Samsung"",""Proprietary"",""Phone"""
"35281005,""Samsung"",""Proprietary"",""Phone"""
"35281105,""Samsung"",""Proprietary"",""Phone"""
"35313805,""Samsung"",""Proprietary"",""Phone"""
"01328400,""Samsung"",""Proprietary"",""Phone"""
"01328500,""Samsung"",""Proprietary"",""Phone"""
"35306005,""Samsung"",""Proprietary"",""Phone"""
"35306105,""Samsung"",""Proprietary"",""Phone"""
"35306205,""Samsung"",""Proprietary"",""Phone"""
"35248805,""Samsung"",""Proprietary"",""Phone"""
"35308105,""Samsung"",""Proprietary"",""Phone"""
"99000113,""Samsung"",""Android"",""SmartPhone"""
"35187305,""Samsung"",""Android"",""SmartPhone"""
"35301405,""Samsung"",""Android"",""SmartPhone"""
"35309105,""Samsung"",""Android"",""SmartPhone"""
"35309205,""Samsung"",""Android"",""SmartPhone"""
"35309305,""Samsung"",""Android"",""SmartPhone"""
"35315205,""Samsung"",""Android"",""SmartPhone"""
"35315305,""Samsung"",""Android"",""SmartPhone"""
"35300105,""Samsung"",""Android"",""SmartPhone"""
"35215305,""Samsung"",""Windows Mobile"",""SmartPhone"""
"35230305,""Samsung"",""Android"",""SmartPhone"""
"35305305,""Samsung"",""Android"",""SmartPhone"""
"35295605,""Samsung"",""Android"",""SmartPhone"""
"35305205,""Samsung"",""Android"",""SmartPhone"""
"35301905,""Samsung"",""Android"",""SmartPhone"""
"35302005,""Samsung"",""Android"",""SmartPhone"""
"35308205,""Samsung"",""Android"",""SmartPhone"""
"35306505,""Samsung"",""Android"",""SmartPhone"""
"35299305,""Samsung"",""Android"",""SmartPhone"""
"86210301,""Gionee"",""Proprietary"",""Phone"""
"86650800,""Sunup"",""Proprietary"",""Phone"""
"86636000,""Sunup"",""Proprietary"",""Phone"""
"86650900,""Sunup"",""Proprietary"",""Phone"""
"86067200,""Sunup"",""Nucleus OS"",""Phone"""
"86836500,""Sunup"",""Proprietary"",""Phone"""
"86547700,""Sunup"",""Proprietary"",""Phone"""
"86216401,""Sunup"",""Proprietary"",""Phone"""
"86280101,""Sunup"",""Proprietary"",""SmartPhone"""
"86665000,""Sunup"",""Proprietary"",""Phone"""
"86432101,""Sunup"",""Proprietary"",""SmartPhone"""
"86692800,""Sunup"",""Proprietary"",""Phone"""
"86526200,""Sunup"",""Proprietary"",""Phone"""
"86616500,""Sunup"",""Proprietary"",""Phone"""
"86764600,""Sunup"",""Proprietary"",""Phone"""
"86749000,""Sunup"",""Proprietary"",""Phone"""
"86945500,""Sunup"",""Proprietary"",""SmartPhone"""
"86172301,""Sunup"",""Proprietary"",""Phone"""
"86106301,""Sunup"",""Proprietary"",""Phone"""
"86538600,""Sunup"",""Nucleus OS"",""Phone"""
"86662500,""Sunup"",""Nucleus OS"",""Phone"""
"86616300,""Sunup"",""Spreadtrum"",""Phone"""
"86787800,""Sunup"",""Proprietary"",""Phone"""
"86804500,""Sunup"",""Proprietary"",""Phone"""
"86791200,""Sunup"",""Proprietary"",""Phone"""
"86692200,""Sunup"",""Proprietary"",""Phone"""
"86577300,""Sunup"",""MTK"",""Phone"""
"86546000,""Sunup"",""Proprietary"",""Phone"""
"86048501,""Sunup"",""Proprietary"",""Phone"""
"86158301,""Sunup"",""Proprietary"",""Phone"""
"86537700,""Sunup"",""Nucleus OS"",""Phone"""
"86534800,""Sunup"",""Nucleus OS"",""Phone"""
"86593300,""Sunup"",""Proprietary"",""Phone"""
"86690700,""Sunup"",""Nucleus OS"",""Phone"""
"86696100,""Sunup"",""Spreadtrum"",""Phone"""
"86928800,""Sunup"",""Nucleus OS"",""SmartPhone"""
"86162600,""Sunup"",""Nucleus OS"",""Phone"""
"86290501,""Sunup"",""Proprietary"",""Phone"""
"86587400,""Sunup"",""Mstar"",""Phone"""
"86435901,""Sunup"",""Proprietary"",""SmartPhone"""
"86984600,""Sunup"",""Spreadtrum"",""Phone"""
"86595700,""Sunup"",""Nucleus OS"",""SmartPhone"""
"86580001,""Sunup"",""Android"",""SmartPhone"""
"86718000,""Sunup"",""Spreadtrum"",""Phone"""
"86284001,""Sunup"",""Proprietary"",""SmartPhone"""
"86071800,""Sunup"",""Proprietary"",""SmartPhone"""
"86863200,""Sunup"",""Spreadtrum"",""Phone"""
"86568200,""Sunup"",""Spreadtrum"",""Phone"""
"86714700,""Sunup"",""Proprietary"",""SmartPhone"""
"86716400,""Sunup"",""Spreadtrum"",""Phone"""
"35269505,""Fujitsu"",""Android"",""SmartPhone"""
"35795004,""Fujitsu"",""Android"",""SmartPhone"""
"35153705,""Fujitsu"",""Proprietary"",""SmartPhone"""
"35217905,""Fujitsu"",""Proprietary"",""SmartPhone"""
"35759404,""Fujitsu"",""Windows Phone"",""SmartPhone"""
"86097100,""Changhong"",""Proprietary"",""Phone"""
"86171900,""Changhong"",""Proprietary"",""Phone"""
"86138400,""Changhong"",""Proprietary"",""Phone"""
"86753901,""Changhong"",""Proprietary"",""Phone"""
"86737500,""Changhong"",""Proprietary"",""Phone"""
"86049200,""Changhong"",""Proprietary"",""Phone"""
"86978200,""Changhong"",""Proprietary"",""Phone"""
"86186500,""Changhong"",""Proprietary"",""Phone"""
"86590700,""Changhong"",""Proprietary"",""Phone"""
"86953500,""Changhong"",""Proprietary"",""Phone"""
"86116801,""Changhong"",""Proprietary"",""Phone"""
"86160900,""Changhong"",""Proprietary"",""Phone"""
"86081600,""Changhong"",""Proprietary"",""Phone"""
"86228401,""Changhong"",""Proprietary"",""Phone"""
"86585700,""Changhong"",""Proprietary"",""Phone"""
"01325800,""Alcatel"",""Android"",""SmartPhone"""
"86533101,""Alcatel"",""Android"",""SmartPhone"""
"86542301,""Alcatel"",""Android"",""SmartPhone"""
"86292401,""Alcatel"",""Android"",""SmartPhone"""
"86292501,""Alcatel"",""Android"",""SmartPhone"""
"86405200,""Sagetel"",""Proprietary"",""Phone"""
"86286001,""Sagetel"",""Proprietary"",""Phone"""
"35371705,""Samsung"",""Android"",""Laptop"""
"35373605,""Samsung"",""Proprietary"",""Phone"""
"35362805,""Samsung"",""Proprietary"",""Phone"""
"35382505,""Samsung"",""Proprietary"",""Phone"""
"35382605,""Samsung"",""Proprietary"",""Phone"""
"35360805,""Samsung"",""Proprietary"",""Phone"""
"35362905,""Samsung"",""Android"",""SmartPhone"""
"35360905,""Samsung"",""Android"",""SmartPhone"""
"35382305,""Samsung"",""Android"",""SmartPhone"""
"35363005,""Samsung"",""Proprietary"",""Phone"""
"35363105,""Samsung"",""Android"",""SmartPhone"""
"35363205,""Samsung"",""Android"",""SmartPhone"""
"35337805,""Samsung"",""Android"",""SmartPhone"""
"35337905,""Samsung"",""Android"",""SmartPhone"""
"35330805,""Samsung"",""Android"",""SmartPhone"""
"35330905,""Samsung"",""Android"",""SmartPhone"""
"35331005,""Samsung"",""Android"",""SmartPhone"""
"35331105,""Samsung"",""Android"",""SmartPhone"""
"35385405,""Samsung"",""Android"",""SmartPhone"""
"35385505,""Samsung"",""Android"",""SmartPhone"""
"35333705,""Samsung"",""Android"",""SmartPhone"""
"35333805,""Samsung"",""Android"",""SmartPhone"""
"35341705,""Samsung"",""Android"",""SmartPhone"""
"35341805,""Samsung"",""Android"",""SmartPhone"""
"35343905,""Samsung"",""Android"",""SmartPhone"""
"35357805,""Samsung"",""Android"",""SmartPhone"""
"35335905,""Samsung"",""Windows Phone"",""SmartPhone"""
"35377205,""Samsung"",""Windows Phone"",""SmartPhone"""
"35359505,""Samsung"",""Android"",""SmartPhone"""
"35218505,""Samsung"",""Proprietary"",""Phone"""
"35282305,""Samsung"",""Proprietary"",""Phone"""
"35363305,""Samsung"",""Proprietary"",""Phone"""
"35367205,""Nokia"",""Proprietary"",""Phone"""
"35328805,""Nokia"",""Windows Phone"",""SmartPhone"""
"35413905,""Nokia"",""Proprietary"",""Phone"""
"86240901,""BBK"",""Android"",""SmartPhone"""
"86592301,""BBK"",""Android"",""SmartPhone"""
"35819404,""Samsung"",""Android"",""Laptop"""
"35957404,""Samsung"",""Android"",""Laptop"""
"35811204,""Samsung"",""Proprietary"",""Phone"""
"35836004,""Samsung"",""Proprietary"",""Phone"""
"35913504,""Samsung"",""Proprietary"",""Phone"""
"35965204,""Samsung"",""Proprietary"",""Phone"""
"35965304,""Samsung"",""Proprietary"",""Phone"""
"35923304,""Samsung"",""Proprietary"",""Phone"""
"35695004,""Samsung"",""Proprietary"",""Phone"""
"35967204,""Samsung"",""Proprietary"",""Phone"""
"35800504,""Samsung"",""Proprietary"",""Phone"""
"35800604,""Samsung"",""Proprietary"",""Phone"""
"35837504,""Samsung"",""Proprietary"",""Phone"""
"35872404,""Samsung"",""Proprietary"",""Phone"""
"35800304,""Samsung"",""Proprietary"",""Phone"""
"35800404,""Samsung"",""Proprietary"",""Phone"""
"35987304,""Samsung"",""Proprietary"",""Phone"""
"35786504,""Samsung"",""Proprietary"",""Phone"""
"35808604,""Samsung"",""Proprietary"",""Phone"""
"35676504,""Samsung"",""Proprietary"",""Phone"""
"35787404,""Samsung"",""Proprietary"",""Phone"""
"35980004,""Samsung"",""Proprietary"",""Phone"""
"35980104,""Samsung"",""Proprietary"",""Phone"""
"35859604,""Samsung"",""Proprietary"",""Phone"""
"35989804,""Samsung"",""Proprietary"",""Phone"""
"35902004,""Samsung"",""Bada OS"",""SmartPhone"""
"35859804,""Samsung"",""Proprietary"",""Phone"""
"35797004,""Samsung"",""Proprietary"",""Phone"""
"35807804,""Samsung"",""Proprietary"",""Phone"""
"35807904,""Samsung"",""Proprietary"",""Phone"""
"35885104,""Samsung"",""Proprietary"",""Phone"""
"35752004,""Samsung"",""Proprietary"",""Phone"""
"35793104,""Samsung"",""Proprietary"",""Phone"""
"35793204,""Samsung"",""Proprietary"",""Phone"""
"35794504,""Samsung"",""Android"",""SmartPhone"""
"35946204,""Samsung"",""Android"",""SmartPhone"""
"35835304,""Samsung"",""Android"",""SmartPhone"""
"35911704,""Samsung"",""Android"",""SmartPhone"""
"35957604,""Samsung"",""Android"",""SmartPhone"""
"35984304,""Samsung"",""Android"",""SmartPhone"""
"35835404,""Samsung"",""Android"",""SmartPhone"""
"35978104,""Samsung"",""Android"",""SmartPhone"""
"35875704,""Samsung"",""Android"",""SmartPhone"""
"35868004,""Samsung"",""Android"",""SmartPhone"""
"01299800,""Samsung"",""Android"",""SmartPhone"""
"35885804,""Samsung"",""Android"",""SmartPhone"""
"35695304,""Samsung"",""Proprietary"",""Phone"""
"35746904,""Samsung"",""Proprietary"",""Phone"""
"35316305,""Samsung"",""Android"",""SmartPhone"""
"35316405,""Samsung"",""Android"",""SmartPhone"""
"35316505,""Samsung"",""Android"",""SmartPhone"""
"35316605,""Samsung"",""Android"",""SmartPhone"""
"35316705,""Samsung"",""Android"",""SmartPhone"""
"35299105,""Samsung"",""Android"",""SmartPhone"""
"35307905,""Samsung"",""Android"",""SmartPhone"""
"35301505,""Samsung"",""Tizen OS"",""SmartPhone"""
"35305805,""Samsung"",""Android"",""SmartPhone"""
"35315405,""Samsung"",""Android"",""Laptop"""
"35299405,""Samsung"",""Android"",""Laptop"""
"35300205,""Samsung"",""Android"",""Laptop"""
"35313205,""Samsung"",""Android"",""Laptop"""
"35301805,""Samsung"",""Android"",""Laptop"""
"35305405,""Samsung"",""Proprietary"",""Phone"""
"35305505,""Samsung"",""Proprietary"",""Phone"""
"35189005,""Samsung"",""Proprietary"",""Phone"""
"35317005,""Samsung"",""Android"",""SmartPhone"""
"35315805,""Samsung"",""Android"",""SmartPhone"""
"35305905,""Samsung"",""Android"",""SmartPhone"""
"35313905,""Samsung"",""Android"",""SmartPhone"""
"35310305,""Samsung"",""Android"",""SmartPhone"""
"35316805,""Samsung"",""Android"",""SmartPhone"""
"35316905,""Samsung"",""Android"",""SmartPhone"""
"35305605,""Samsung"",""Android"",""SmartPhone"""
"35305705,""Samsung"",""Android"",""SmartPhone"""
"35836304,""Samsung"",""Android"",""SmartPhone"""
"35836404,""Samsung"",""Android"",""SmartPhone"""
"35299205,""Samsung"",""Android"",""SmartPhone"""
"35257005,""Samsung"",""Android"",""SmartPhone"""
"35261805,""Samsung"",""Android"",""SmartPhone"""
"35261905,""Samsung"",""Android"",""SmartPhone"""
"35293405,""Samsung"",""Android"",""SmartPhone"""
"35295805,""Samsung"",""Android"",""SmartPhone"""
"35295905,""Samsung"",""Android"",""SmartPhone"""
"35215005,""Samsung"",""Windows Phone"",""SmartPhone"""
"35261205,""Samsung"",""Windows Phone"",""SmartPhone"""
"35262205,""Samsung"",""Windows Phone"",""SmartPhone"""
"35306305,""Samsung"",""Windows Phone"",""SmartPhone"""
"35257105,""Samsung"",""Windows Phone"",""SmartPhone"""
"35257205,""Samsung"",""Windows Phone"",""SmartPhone"""
"35267005,""Samsung"",""Android"",""SmartPhone"""
"86467300,""JINHAN"",""Proprietary"",""Phone"""
"35974704,""Nokia"",""ISA"",""Phone"""
"35825904,""Nokia"",""ISA"",""Phone"""
"35934504,""Nokia"",""ISA"",""Phone"""
"35934604,""Nokia"",""ISA"",""Phone"""
"35934704,""Nokia"",""ISA"",""Phone"""
"35934804,""Nokia"",""ISA"",""Phone"""
"35826004,""Nokia"",""Proprietary"",""Phone"""
"35787704,""Nokia"",""Proprietary"",""USB modem"""
"35787804,""Nokia"",""Proprietary"",""USB modem"""
"35904904,""Nokia"",""Proprietary"",""USB modem"""
"01282200,""Nokia"",""ISA"",""Phone"""
"35738504,""Nokia"",""ISA"",""Phone"""
"35905704,""Nokia"",""ISA"",""Phone"""
"35742304,""Nokia"",""ISA"",""Phone"""
"35862904,""Nokia"",""Proprietary"",""Phone"""
"35934304,""Nokia"",""Symbian OS"",""SmartPhone"""
"35975904,""Nokia"",""Symbian OS"",""SmartPhone"""
"35738804,""Nokia"",""Symbian OS"",""SmartPhone"""
"86042900,""Nokia"",""Symbian OS"",""SmartPhone"""
"86047000,""Nokia"",""Symbian OS"",""SmartPhone"""
"35861704,""Nokia"",""ISA"",""Phone"""
"35864204,""Nokia"",""ISA"",""Phone"""
"35864904,""Nokia"",""ISA"",""Phone"""
"35827004,""Nokia"",""Proprietary"",""USB modem"""
"35827104,""Nokia"",""Proprietary"",""USB modem"""
"35861804,""Nokia"",""Windows Phone"",""SmartPhone"""
"86990199,""Nokia"",""Symbian OS"",""SmartPhone"""
"35973104,""Nokia"",""ISA"",""Phone"""
"35975804,""Nokia"",""ISA"",""Phone"""
"35830004,""Nokia"",""Symbian OS"",""SmartPhone"""
"35698704,""Nokia"",""Symbian OS"",""SmartPhone"""
"35697804,""Nokia"",""Proprietary"",""SmartPhone"""
"35625404,""Nokia"",""Proprietary"",""SmartPhone"""
"35739604,""Nokia"",""Symbian OS"",""SmartPhone"""
"35934004,""Nokia"",""Symbian OS"",""SmartPhone"""
"35929404,""Nokia"",""MeeGo"",""SmartPhone"""
"35905504,""Nokia"",""Proprietary"",""Phone"""
"35973204,""Nokia"",""ISA"",""Phone"""
"35973304,""Nokia"",""ISA"",""Phone"""
"35932004,""Nokia"",""ISA"",""Phone"""
"35974304,""Nokia"",""ISA"",""Phone"""
"35787904,""Nokia"",""ISA"",""Phone"""
"35740604,""Nokia"",""ISA"",""Phone"""
"35789904,""Nokia"",""Symbian OS"",""SmartPhone"""
"35165705,""Nokia"",""ISA"",""Phone"""
"86861200,""Sunking"",""Proprietary"",""Phone"""
"01288300,""LG"",""Proprietary"",""Phone"""
"01297200,""LG"",""Proprietary"",""Phone"""
"01288200,""LG"",""Proprietary"",""Phone"""
"35871104,""LG"",""Proprietary"",""Phone"""
"01273000,""LG"",""Proprietary"",""Phone"""
"01289800,""LG"",""Proprietary"",""Phone"""
"35702804,""LG"",""Proprietary"",""Phone"""
"35694504,""LG"",""Proprietary"",""Phone"""
"35808204,""LG"",""Proprietary"",""Phone"""
"86592401,""BBK"",""Android"",""SmartPhone"""
"86381101,""BBK"",""Proprietary"",""Phone"""
"86273901,""BBK"",""Proprietary"",""Phone"""
"86239401,""BBK"",""Proprietary"",""Phone"""
"86232001,""BBK"",""Proprietary"",""Phone"""
"86346601,""BBK"",""Android"",""SmartPhone"""
"86382701,""BBK"",""Android"",""SmartPhone"""
"86540901,""BBK"",""Android"",""SmartPhone"""
"86540801,""BBK"",""Android"",""SmartPhone"""
"86208501,""BBK"",""Proprietary"",""Phone"""
"35646504,""Motorola"",""Android"",""SmartPhone"""
"01269800,""Sierra"",""Proprietary"",""USB modem"""
"35961504,""Sierra"",""Proprietary"",""USB modem"""
"35982204,""Sierra"",""Proprietary"",""Network device"""
"35982304,""Sierra"",""Proprietary"",""Network device"""
"01308000,""Sierra"",""Proprietary"",""Network device"""
"35943104,""Sierra"",""Proprietary"",""Network device"""
"35727204,""Sierra"",""Proprietary"",""USB modem"""
"99000056,""Sierra"",""Proprietary"",""Data card"""
"35797104,""Sierra"",""Proprietary"",""Data card"""
"01323200,""Sierra"",""Proprietary"",""Data card"""
"01281000,""Sierra"",""Proprietary"",""Data card"""
"01299000,""Sierra"",""Proprietary"",""Data card"""
"01310900,""Sierra"",""Proprietary"",""Data card"""
"35162205,""Sierra"",""Proprietary"",""Data card"""
"01326000,""Sierra"",""Proprietary"",""Data card"""
"35151605,""Sierra"",""Proprietary"",""Data card"""
"01328900,""Sierra"",""Proprietary"",""Data card"""
"35748504,""Sierra"",""Proprietary"",""Data card"""
"35759704,""Sierra"",""Proprietary"",""Data card"""
"35342405,""Sierra"",""Proprietary"",""Data card"""
"35967604,""Sierra"",""Proprietary"",""Data card"""
"01278400,""Sierra"",""Proprietary"",""Data card"""
"01316600,""Sierra"",""Proprietary"",""Data card"""
"01269500,""Sierra"",""Proprietary"",""Data card"""
"01308500,""Sierra"",""Proprietary"",""Data card"""
"01316900,""Sierra"",""Proprietary"",""Data card"""
"01316500,""Sierra"",""Proprietary"",""Data card"""
"35894504,""Sierra"",""Proprietary"",""Data card"""
"35875504,""Maximus"",""Android"",""Laptop"""
"35261305,""Maximus"",""Proprietary"",""Phone"""
"35262805,""Maximus"",""Proprietary"",""Phone"""
"35316105,""Maximus"",""Proprietary"",""Phone"""
"35812804,""Maximus"",""Proprietary"",""Phone"""
"35812904,""Maximus"",""Proprietary"",""Phone"""
"35869204,""Maximus"",""Proprietary"",""Phone"""
"35818404,""Maximus"",""Proprietary"",""Phone"""
"35812504,""Maximus"",""Proprietary"",""Phone"""
"35265005,""Maximus"",""Proprietary"",""Phone"""
"35812604,""Maximus"",""Proprietary"",""Phone"""
"35873104,""Maximus"",""Proprietary"",""Phone"""
"35813104,""Maximus"",""Proprietary"",""Phone"""
"35316005,""Maximus"",""Proprietary"",""Phone"""
"35813004,""Maximus"",""Proprietary"",""Phone"""
"35869404,""Maximus"",""Proprietary"",""Phone"""
"35873304,""Maximus"",""Proprietary"",""Phone"""
"35764804,""Samsung"",""Proprietary"",""Phone"""
"35937604,""Samsung"",""Android"",""SmartPhone"""
"35958104,""Samsung"",""Android"",""SmartPhone"""
"35805604,""Samsung"",""Android"",""SmartPhone"""
"35943604,""Samsung"",""Android"",""SmartPhone"""
"35685204,""Samsung"",""Android"",""SmartPhone"""
"35719804,""Samsung"",""Android"",""SmartPhone"""
"35752504,""Samsung"",""Android"",""SmartPhone"""
"35844704,""Samsung"",""Android"",""SmartPhone"""
"35940304,""Samsung"",""Proprietary"",""Phone"""
"35853604,""Samsung"",""Proprietary"",""Phone"""
"35914704,""Samsung"",""Proprietary"",""Phone"""
"35937304,""Samsung"",""Android"",""SmartPhone"""
"35990404,""Samsung"",""Android"",""SmartPhone"""
"35691804,""Samsung"",""Android"",""SmartPhone"""
"35830704,""Samsung"",""Android"",""SmartPhone"""
"35691904,""Samsung"",""Android"",""SmartPhone"""
"35795604,""Samsung"",""Android"",""SmartPhone"""
"35782304,""Samsung"",""Android"",""SmartPhone"""
"35837004,""Samsung"",""Android"",""SmartPhone"""
"35749504,""Samsung"",""Android"",""SmartPhone"""
"35839004,""Samsung"",""Android"",""SmartPhone"""
"35884004,""Samsung"",""Android"",""SmartPhone"""
"35908304,""Samsung"",""Android"",""SmartPhone"""
"35908404,""Samsung"",""Android"",""SmartPhone"""
"86486901,""Alcatel"",""Proprietary"",""USB modem"""
"86486801,""Alcatel"",""Proprietary"",""USB modem"""
"86312301,""Alcatel"",""Proprietary"",""USB modem"""
"86487001,""Alcatel"",""Proprietary"",""USB modem"""
"86487101,""Alcatel"",""Proprietary"",""USB modem"""
"86557801,""Alcatel"",""Proprietary"",""Phone"""
"86336701,""Alcatel"",""Proprietary"",""Phone"""
"35722904,""Alcatel"",""Proprietary"",""Phone"""
"35317105,""HTC"",""Android"",""SmartPhone"""
"35160705,""Ericsson"",""Proprietary"",""Data card"""
"35174105,""Ericsson"",""Proprietary"",""Data card"""
"35308705,""Ericsson"",""Proprietary"",""Data card"""
"35874504,""Ericsson"",""Proprietary"",""Data card"""
"35874604,""Ericsson"",""Proprietary"",""Data card"""
"35161205,""Ericsson"",""Proprietary"",""Data card"""
"35874204,""Ericsson"",""Proprietary"",""Data card"""
"35874304,""Ericsson"",""Proprietary"",""Data card"""
"35874404,""Ericsson"",""Proprietary"",""Data card"""
"35899404,""Ericsson"",""Proprietary"",""Data card"""
"35899504,""Ericsson"",""Proprietary"",""Data card"""
"35914004,""Ericsson"",""Proprietary"",""Data card"""
"35914104,""Ericsson"",""Proprietary"",""Data card"""
"35712904,""Samsung"",""Proprietary"",""Phone"""
"35302205,""Samsung"",""Android"",""SmartPhone"""
"35302305,""Samsung"",""Android"",""SmartPhone"""
"35302405,""Samsung"",""Android"",""SmartPhone"""
"35302505,""Samsung"",""Android"",""SmartPhone"""
"35310105,""Samsung"",""Android"",""SmartPhone"""
"35310205,""Samsung"",""Android"",""SmartPhone"""
"86515201,""Philips"",""Proprietary"",""Phone"""
"86210201,""Gionee"",""Proprietary"",""Phone"""
"86222501,""Gionee"",""Android"",""SmartPhone"""
"86176401,""Gionee"",""Proprietary"",""Phone"""
"86435201,""Gionee"",""Android"",""SmartPhone"""
"86557800,""Gionee"",""Android"",""SmartPhone"""
"86564501,""Gionee"",""Android"",""SmartPhone"""
"86703201,""Gionee"",""Android"",""SmartPhone"""
"86527801,""Gionee"",""Proprietary"",""Phone"""
"86249101,""Gionee"",""Android"",""SmartPhone"""
"86435301,""Gionee"",""Proprietary"",""Phone"""
"86521501,""Gionee"",""Android"",""SmartPhone"""
"86282401,""Gionee"",""Android"",""SmartPhone"""
"86582601,""Gionee"",""Android"",""SmartPhone"""
"86582501,""Gionee"",""Android"",""SmartPhone"""
"86210501,""Gionee"",""Android"",""SmartPhone"""
"86536701,""Gionee"",""Android"",""SmartPhone"""
"86432601,""Gionee"",""Android"",""SmartPhone"""
"86710501,""Gionee"",""Android"",""SmartPhone"""
"86536901,""Gionee"",""Android"",""SmartPhone"""
"86781401,""Gionee"",""Android"",""SmartPhone"""
"86550801,""Gionee"",""Android"",""SmartPhone"""
"86732601,""Gionee"",""Android"",""SmartPhone"""
"86536801,""Gionee"",""Android"",""SmartPhone"""
"86498501,""Gionee"",""Android"",""SmartPhone"""
"86498701,""Gionee"",""Proprietary"",""Phone"""
"86206401,""Gionee"",""Proprietary"",""Phone"""
"86459201,""Gionee"",""Proprietary"",""Phone"""
"86459301,""Gionee"",""Proprietary"",""Phone"""
"86263601,""Gionee"",""Proprietary"",""Phone"""
"86519701,""Gionee"",""Proprietary"",""Phone"""
"86128200,""Gionee"",""Proprietary"",""Phone"""
"86176601,""Gionee"",""Proprietary"",""Phone"""
"86221501,""Gionee"",""Proprietary"",""Phone"""
"86221601,""Gionee"",""Proprietary"",""Phone"""
"86222301,""Gionee"",""Proprietary"",""Phone"""
"86222201,""Gionee"",""Android"",""SmartPhone"""
"86116200,""Gionee"",""Proprietary"",""Phone"""
"86282201,""Gionee"",""Proprietary"",""Phone"""
"86282301,""Gionee"",""Proprietary"",""Phone"""
"86147501,""Cayon"",""Proprietary"",""Phone"""
"86407100,""Cayon"",""Proprietary"",""Phone"""
"86408200,""Cayon"",""Proprietary"",""Phone"""
"86172200,""Cayon"",""Proprietary"",""Phone"""
